H0211290000,H0211,29,0,0,0,カウルパネル,262H01122900,1,2011年10月,0,20040101,20040101,20120405,2012/4/5 9:06,,,
H0211300000,H0211,30,0,0,0,ダッシュボード,262H01123000,1,2011年10月,0,20040101,20040101,20120405,2012/4/5 9:06,,,
H0211310000,H0211,31,0,0,0,オーバーヘッドコンソール,262H01123100,1,2011年10月,0,20040101,20040101,20120405,2012/4/5 9:06,,,
H0211320000,H0211,32,0,0,0,ルーフ内張,262H01123200,1,2011年10月,0,20040101,20040101,20120405,2012/4/5 9:06,,,
H0211330000,H0211,33,0,0,0,ルーフパネル,262H01123300,1,2011年10月,0,20040101,20040101,20120405,2012/4/5 9:06,,,
H0211340000,H0211,34,0,0,0,バックパネル,262H01123400,1,2011年10月,0,20040101,20040101,20120405,2012/4/5 9:06,,,
H0211350000,H0211,35,0,0,0,フロントマウンティング,262H01123500,1,2011年10月,0,20040101,20040101,20120405,2012/4/5 9:06,,,
H0211360000,H0211,36,0,0,0,リヤマウンティング,262H01123600,1,2011年10月,0,20040101,20040101,20120405,2012/4/5 9:06,,,
H0211370000,H0211,37,0,0,0,キャブティルトオイルライン,262H01123700,1,2011年10月,0,20040101,20040101,20120405,2012/4/5 9:06,,,
H0211500103,H0211,50,0,1,3,ラジエータ,262H01125003,1,2011年10月   K13C SH1K,0,20040101,20040101,20120405,2012/4/5 9:06,,,
H0211500104,H0211,50,0,1,4,ラジエータ,262H02115004,1,2011年10月   F17D SH1F,0,20040101,20040101,20120405,2012/4/5 9:06,,,
H0211500105,H0211,50,0,1,5,ラジエータ,262H01125006,1,2011年10月   F20C SH3F,0,20040101,20040101,20120405,2012/4/5 9:06,,,
H0211500106,H0211,50,0,1,6,ラジエータ,262H01125006,1,2011年10月   F21C SH4F,0,20040101,20040101,20120405,2012/4/5 9:06,,,
H0211500107,H0211,50,0,1,7,ラジエータ,262H02115007,1,2011年10月   V22D SH3V,0,20040101,20040101,20120405,2012/4/5 9:06,,,
H0211510103,H0211,51,0,1,3,エンジン,262H01125103,1,2011年10月   K13C SH1K,0,20040101,20040101,20120405,2012/4/5 9:06,,,
H0211510104,H0211,51,0,1,4,エンジン,262H01125105,1,2011年10月   F17D SH1F,0,20040101,20040101,20120405,2012/4/5 9:06,,,
H0211510105,H0211,51,0,1,5,エンジン,262H01125105,1,2011年10月   F20C SH3F,0,20040101,20040101,20120405,2012/4/5 9:06,,,
H0211510106,H0211,51,0,1,6,エンジン,262H02115106,1,2011年10月   F21C SH4F,0,20040101,20040101,20120405,2012/4/5 9:06,,,
H0211510107,H0211,51,0,1,7,エンジン,262H02115107,1,2011年10月   V22D SH3V,0,20040101,20040101,20120405,2012/4/5 9:06,,,
H0211530000,H0211,53,0,0,0,インレット,262H01125300,1,2011年10月,0,20040101,20040101,20120405,2012/4/5 9:06,,,
H0211540103,H0211,54,0,1,3,エキゾースト【未設定】,262H02115403,1,***未 K13C SH1K,0,20040101,20040101,20120405,2012/4/5 9:06,,,
H0211540104,H0211,54,0,1,4,エキゾースト【未設定】,262H02115404,1,***未 F17D SH1F,0,20040101,20040101,20120405,2012/4/5 9:06,,,
H0211540105,H0211,54,0,1,5,エキゾースト【未設定】,262H02115405,1,***未 F20C SH3F,0,20040101,20040101,20120405,2012/4/5 9:06,,,
H0211540106,H0211,54,0,1,6,エキゾースト【未設定】,262H02115406,1,***未 F21C SH4F,0,20040101,20040101,20120405,2012/4/5 9:06,,,
H0211540107,H0211,54,0,1,7,エキゾースト,262H02115407,1,2011年10月   V22D SH3V,0,20040101,20040101,20120405,2012/4/5 9:06,,,
H0211550000,H0211,55,0,0,0,トランスミッション｢シャシ側｣,262H02105500,1,2011年10月,0,20040101,20040101,20120405,2012/4/5 9:06,,,
H0211570000,H0211,57,0,0,0,ステアリング｢シャシ側｣,262H01145700,1,2011年10月,0,20040101,20040101,20120405,2012/4/5 9:06,,,
H0211580000,H0211,58,0,0,0,フロントアクスル,262H02115800,2,2011年10月,0,20040101,20040101,20120405,2012/4/5 9:06,,,
H0211590000,H0211,59,0,0,0,フロントスプリング,262H02115900,1,2011年10月,0,20040101,20040101,20120405,2012/4/5 9:06,,,
H0211600201,H0211,60,0,2,1,リヤアクスル,262H01156001,1,2011年10月   6X4 SS,0,20040101,20040101,20120405,2012/4/5 9:06,,,
H0211600202,H0211,60,0,2,2,リヤアクスル,262H02106002,1,2011年10月   4X2 SH,0,20040101,20040101,20120405,2012/4/5 9:06,,,
H0211610201,H0211,61,0,2,1,リヤスプリング,262H02116101,1,2011年10月   6X4 SS,0,20040101,20040101,20120405,2012/4/5 9:06,,,
H0211610202,H0211,61,0,2,2,リヤスプリング,262H02106102,1,2011年10月   4X2 SH,0,20040101,20040101,20120405,2012/4/5 9:06,,,
H0211620201,H0211,62,0,2,1,バッテリ・フレーム電装品,262H02116201,1,2011年10月   6X4 SS,0,20040101,20040101,20120405,2012/4/5 9:06,,,
H0211630000,H0211,63,0,0,0,エアタンク・エアマスタ,262H02106300,1,2011年10月,0,20040101,20040101,20120405,2012/4/5 9:06,,,
H0211640000,H0211,64,0,0,0,燃料タンク,262H02106400,1,2011年10月,0,20040101,20040101,20120405,2012/4/5 9:06,,,
H0211650000,H0211,65,0,0,0,エアコンデンサ,262H01106500,1,2011年10月,0,20040101,20040101,20120405,2012/4/5 9:06,,,
H0211660201,H0211,66,0,2,1,メンフレーム付属品,262H02106601,1,2011年10月   6X4 SS,0,20040101,20040101,20120405,2012/4/5 9:06,,,
H0212010000,H0212,1,0,0,0,フロントバンパ,262H01140100,1,2011年10月,0,20040101,20040101,20120703,2012/7/3 14:30,,,
H0212020000,H0212,2,0,0,0,ラジエータグリル・ヘッドランプ,262H01140200,1,2011年10月,0,20040101,20040101,20120703,2012/7/3 14:30,,,
H0212040000,H0212,4,0,0,0,キャブＡＳＳＹ,262H01140400,1,2011年10月,0,20040101,20040101,20120703,2012/7/3 14:30,,,
H0212050000,H0212,5,0,0,0,バックミラー　右側,262H01140500,1,2011年10月,0,20040101,20040101,20120703,2012/7/3 14:30,,,
H0212060000,H0212,6,0,0,0,バックミラー　左側,262H01140600,1,2011年10月,0,20040101,20040101,20120703,2012/7/3 14:30,,,
H0212070000,H0212,7,0,0,0,フロントウインドガラス,262H01140700,1,2011年10月,0,20040101,20040101,20120703,2012/7/3 14:30,,,
H0212080000,H0212,8,0,0,0,フロントパネル,262H02120800,1,2011年10月,0,20040101,20040101,20120703,2012/7/3 14:30,,,
H0212090000,H0212,9,0,0,0,ドア　右側,262H01140900,2,2011年10月,0,20040101,20040101,20120703,2012/7/3 14:30,,,
H0212100000,H0212,10,0,0,0,ドア　左側,262H01141000,2,2011年10月,0,20040101,20040101,20120703,2012/7/3 14:30,,,
H0212110000,H0212,11,0,0,0,フェンダー・ステップ,262H01141100,1,2011年10月,0,20040101,20040101,20120703,2012/7/3 14:30,,,
H0212130000,H0212,13,0,0,0,スプラッシュボード,262H02121300,1,2011年10月,0,20040101,20040101,20120703,2012/7/3 14:30,,,
H0212150000,H0212,15,0,0,0,フロントピラー,262H01141500,1,2011年10月,0,20040101,20040101,20120703,2012/7/3 14:30,,,
H0212160000,H0212,16,0,0,0,フロアＡＳＳＹ,262H01141600,1,2011年10月,0,20040101,20040101,20120703,2012/7/3 14:30,,,
H0212170000,H0212,17,0,0,0,フロア付属品,262H01141700,2,2011年10月,0,20040101,20040101,20120703,2012/7/3 14:30,,,
H0212180000,H0212,18,0,0,0,クォータパネル,262H01141800,1,2011年10月,0,20040101,20040101,20120703,2012/7/3 14:30,,,
H0212190000,H0212,19,0,0,0,インスッルメントパネル,262H01141900,1,2011年10月,0,20040101,20040101,20120703,2012/7/3 14:30,,,
H0212210000,H0212,21,0,0,0,ヒーター・クーラー,262H01142100,2,2011年10月,0,20040101,20040101,20120703,2012/7/3 14:30,,,
H0212220000,H0212,22,0,0,0,フロント付属品,262H01142200,1,2011年10月,0,20040101,20040101,20120703,2012/7/3 14:30,,,
H1015010000,H1015,1,0,0,0,フロントバンパ,262H10100100,0,2011年10月,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1015020000,H1015,2,0,0,0,ラジエータグリル・ヘッドランプ,262H10100200,0,2011年10月,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1015040000,H1015,4,0,0,0,キャブＡＳＳＹ,262H10100400,0,2011年10月,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1015050000,H1015,5,0,0,0,バックミラー　右側,262H10100500,0,2011年10月,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1015060000,H1015,6,0,0,0,バックミラー　左側,262H10100600,0,2011年10月,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1015070000,H1015,7,0,0,0,フロントウインドガラス,262H10120700,0,2011年10月,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1015080000,H1015,8,0,0,0,フロントパネル,262H10100800,0,2011年10月,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1015090000,H1015,9,0,0,0,ドア　右側,262H10100900,0,2011年10月,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1015100000,H1015,10,0,0,0,ドア　左側,262H10101000,0,2011年10月,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1015110000,H1015,11,0,0,0,フェンダー・ステップ,262H10101100,0,2011年10月,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1015130000,H1015,13,0,0,0,スプラッシュボード,262H10121300,0,2011年10月,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1015150000,H1015,15,0,0,0,フロントピラー,262H10121500,0,2011年10月,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1015160000,H1015,16,0,0,0,フロアＡＳＳＹ,262H10141600,0,2011年10月,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1015170000,H1015,17,0,0,0,フロア付属品,262H10101700,0,2011年10月,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1015180000,H1015,18,0,0,0,クォータパネル,262H10121800,0,2011年10月,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1015190000,H1015,19,0,0,0,インスッルメントパネル,262H10101900,0,2011年10月,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1015210000,H1015,21,0,0,0,ヒーター・クーラー,262H10102100,0,2011年10月,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1015220000,H1015,22,0,0,0,フロント付属品,262H10102200,0,2011年10月,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1015230000,H1015,23,0,0,0,アクセルコントロール,262H10102300,0,2011年10月,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1015240000,H1015,24,0,0,0,クラッチコントロール,262H10102400,0,2011年10月,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1015250000,H1015,25,0,0,0,ブレーキコントロール,262H10102500,0,2011年10月,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1015260000,H1015,26,0,0,0,ステアリングコントロール,262H10102600,0,2011年10月,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1015270000,H1015,27,0,0,0,トランスミッションコントロール,262H10122700,2,2011年10月,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1015280000,H1015,28,0,0,0,シート・ベット,262H10122800,0,2011年10月,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1015290000,H1015,29,0,0,0,カウルパネル,262H10122900,0,2011年10月,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1015300000,H1015,30,0,0,0,ダッシュボード,262H10123000,0,2011年10月,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1015320000,H1015,32,0,0,0,ルーフ内張,262H10103200,0,2011年10月,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1015330000,H1015,33,0,0,0,ルーフパネル,262H10123300,0,2011年10月,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1015340000,H1015,34,0,0,0,バックパネル,262H10123400,0,2011年10月,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1015350000,H1015,35,0,0,0,フロントマウンティング,262H10123500,0,2011年10月,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1015360000,H1015,36,0,0,0,リヤマウンティング,262H10103600,0,2011年10月,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1015500101,H1015,50,0,1,1,ラジエータ,262H10115001,0,2011年10月   J08C,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1015510101,H1015,51,0,1,1,エンジン,262H10105101,0,2011年10月   J08C,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1015530000,H1015,53,0,0,0,インレット,262H10105300,0,2011年10月,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1015540000,H1015,54,0,0,0,エキゾースト　｢部品未設定｣,262H10105400,0,未,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1015560000,H1015,56,0,0,0,ステアリング｢シャシ側｣,262H10105600,0,2011年10月,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1015580000,H1015,58,0,0,0,フロントアクスル,262H10105800,0,2011年10月,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1015590000,H1015,59,0,0,0,フロントスプリング,262H10105900,0,2011年10月,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1015600000,H1015,60,0,0,0,リヤアクスル,262H10126000,0,2011年10月,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1015610000,H1015,61,0,0,0,リヤスプリング,262H10126100,0,2011年10月,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1015620000,H1015,62,0,0,0,バッテリ・フレーム電装品,262H10126200,0,2011年10月,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1015630000,H1015,63,0,0,0,エアタンク・エアマスタ,262H10106300,0,2011年10月,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1015640000,H1015,64,0,0,0,燃料タンク,262H10126400,0,2011年10月,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1015650000,H1015,65,0,0,0,エアコンデンサ　｢部品未設定｣,262H10106500,0,未,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1015660000,H1015,66,0,0,0,フレーム,262H10126600,0,2011年10月,0,20040101,20040101,20120629,2012/6/29 10:10,,,
H1016010000,H1016,1,0,0,0,フロントバンパ,262H10120100,1,2011年10月,0,20040101,20040101,20120207,2012/2/7 13:32,,,
H1016020000,H1016,2,0,0,0,ラジエータグリル・ヘッドランプ,262H10120200,1,2011年10月,0,20040101,20040101,20120207,2012/2/7 13:32,,,
H1016040000,H1016,4,0,0,0,キャブＡＳＳＹ,262H10120400,1,2011年10月,0,20040101,20040101,20120207,2012/2/7 13:32,,,
H1016050000,H1016,5,0,0,0,バックミラー　右側,262H10120500,1,2011年10月,0,20040101,20040101,20120207,2012/2/7 13:32,,,
H1016060000,H1016,6,0,0,0,バックミラー　左側,262H10120600,1,2011年10月,0,20040101,20040101,20120207,2012/2/7 13:32,,,
H1016070000,H1016,7,0,0,0,フロントウインドガラス,262H10120700,1,2011年10月,0,20040101,20040101,20120207,2012/2/7 13:32,,,
H1016080000,H1016,8,0,0,0,フロントパネル,262H10120800,1,2011年10月,0,20040101,20040101,20120207,2012/2/7 13:32,,,
H1016090000,H1016,9,0,0,0,ドア　右側,262H10120900,1,2011年10月,0,20040101,20040101,20120207,2012/2/7 13:32,,,
H1016100000,H1016,10,0,0,0,ドア　左側,262H10121000,1,2011年10月,0,20040101,20040101,20120207,2012/2/7 13:32,,,
H1016110000,H1016,11,0,0,0,フェンダー・ステップ,262H10121100,1,2011年10月,0,20040101,20040101,20120207,2012/2/7 13:32,,,
H1016130000,H1016,13,0,0,0,スプラッシュボード,262H10121300,1,2011年10月,0,20040101,20040101,20120207,2012/2/7 13:32,,,
H1016150000,H1016,15,0,0,0,フロントピラー,262H10121500,1,2011年10月,0,20040101,20040101,20120207,2012/2/7 13:32,,,
H1016160000,H1016,16,0,0,0,フロアＡＳＳＹ,262H10121600,1,2011年10月,0,20040101,20040101,20120207,2012/2/7 13:32,,,
H1016170000,H1016,17,0,0,0,フロア付属品,262H10121700,1,2011年10月,0,20040101,20040101,20120207,2012/2/7 13:32,,,
H1016180000,H1016,18,0,0,0,クォータパネル,262H10121800,1,2011年10月,0,20040101,20040101,20120207,2012/2/7 13:32,,,
H1016190000,H1016,19,0,0,0,インスッルメントパネル,262H10121900,1,2011年10月,0,20040101,20040101,20120207,2012/2/7 13:32,,,
H1016210000,H1016,21,0,0,0,ヒーター・クーラー,262H10122100,1,2011年10月,0,20040101,20040101,20120207,2012/2/7 13:32,,,
H1016220000,H1016,22,0,0,0,フロント付属品,262H10122200,1,2011年10月,0,20040101,20040101,20120207,2012/2/7 13:32,,,
H1016230000,H1016,23,0,0,0,アクセルコントロール,262H10122300,1,2011年10月,0,20040101,20040101,20120207,2012/2/7 13:32,,,
H1016240000,H1016,24,0,0,0,クラッチコントロール,262H10122400,1,2011年10月,0,20040101,20040101,20120207,2012/2/7 13:32,,,
H1016250000,H1016,25,0,0,0,ブレーキコントロール,262H10122500,1,2011年10月,0,20040101,20040101,20120207,2012/2/7 13:32,,,
H1016260000,H1016,26,0,0,0,ステアリングコントロール,262H10122600,1,2011年10月,0,20040101,20040101,20120207,2012/2/7 13:32,,,
H1016270000,H1016,27,0,0,0,トランスミッションコントロール,262H10122700,2,2011年10月,0,20040101,20040101,20120207,2012/2/7 13:32,,,
I0120190000,I0120,19,0,0,0,インスッルメントパネル,012I01141900,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:40,,,
I0120210000,I0120,21,0,0,0,ヒーター・クーラー,012I01102100,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:40,,,
I0120220000,I0120,22,0,0,0,フロント付属品,012I01142200,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:40,,,
I0120230000,I0120,23,0,0,0,アクセルコントロール,012I01142300,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:40,,,
I0120240000,I0120,24,0,0,0,クラッチコントロール,012I01142400,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:40,,,
I0120250000,I0120,25,0,0,0,ブレーキコントロール,012I01142500,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:40,,,
I0120260000,I0120,26,0,0,0,ステアリングコントロール,012I01142600,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:40,,,
I0120270000,I0120,27,0,0,0,トランスミッションコントロール,012I01182700,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:40,,,
I0120280000,I0120,28,0,0,0,シート・ベット,012I01202800,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:40,,,
I0120290000,I0120,29,0,0,0,カウルパネル,012I01102900,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:40,,,
I0120300000,I0120,30,0,0,0,ダッシュボード,012I01143000,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:40,,,
I0120310000,I0120,31,0,0,0,オーバーヘッドコンソール,012I01143100,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:40,,,
I0120320000,I0120,32,0,0,0,ルーフ内張,012I01203200,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:40,,,
I0120330000,I0120,33,0,0,0,ルーフパネル,012I01203300,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:40,,,
I0120340000,I0120,34,0,0,0,バックパネル,012I01143400,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:40,,,
I0120350000,I0120,35,0,0,0,フロントマウンティング,012I01143500,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:40,,,
I0120360000,I0120,36,0,0,0,リヤマウンティング,012I01143600,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:40,,,
I0120370000,I0120,37,0,0,0,キャブティルトオイルライン,012I01143700,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:40,,,
I0120500105,I0120,50,0,1,5,ラジエータ,012I01145005,1,6SD1-TCS   2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:40,,,
I0120510105,I0120,51,0,1,5,エンジン,012I01145105,1,6SD1-TCS   2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:40,,,
I0120530105,I0120,53,0,1,5,インレット,012I01145305,1,6SD1-TCS   2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:40,,,
I0120540105,I0120,54,0,1,5,エキゾースト,012I01145405,1,6SD1-TCS   2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:40,,,
I0120550000,I0120,55,0,0,0,トランスミッション｢シャシ側｣,012I01145500,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:40,,,
I0120570000,I0120,57,0,0,0,ステアリング｢シャシ側｣,012I01145700,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:40,,,
I0120580000,I0120,58,0,0,0,フロントアクスル,012I01145800,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:40,,,
I0120590000,I0120,59,0,0,0,フロントスプリング,012I01145900,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:40,,,
I0120600206,I0120,60,0,2,6,リヤアクスル,012I01146006,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:40,,,
I0120610206,I0120,61,0,2,6,リヤスプリング,012I01146106,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:40,,,
I0120620000,I0120,62,0,0,0,バッテリ・フレーム電装品,012I01146200,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:40,,,
I0120630000,I0120,63,0,0,0,エアタンク・エアマスタ,012I01146300,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:40,,,
I0120640000,I0120,64,0,0,0,燃料タンク,012I01146400,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:40,,,
I0120650000,I0120,65,0,0,0,エアコンデンサ,012I01146500,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:40,,,
I0120660000,I0120,66,0,0,0,メンフレーム付属品,012I01146600,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:40,,,
I0121000000,I0121,0,0,0,0,フロントバンパ｢キャブヘッドランプ｣,012I01140000,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:53,,,
I0121010000,I0121,1,0,0,0,フロントバンパ｢バンパヘッドランプ｣,012I01140100,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:53,,,
I0121020000,I0121,2,0,0,0,ラジエータグリル・ヘッドランプ,012I01140200,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:53,,,
I0120150000,I0120,15,0,0,0,フロントピラー,012I01101500,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:40,,,
I0121040000,I0121,4,0,0,0,キャブＡＳＳＹ,012I01100400,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:53,,,
I0121050000,I0121,5,0,0,0,バックミラー　右側,012I01140500,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:53,,,
I0121060000,I0121,6,0,0,0,バックミラー　左側,012I01140600,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:53,,,
I0121070000,I0121,7,0,0,0,フロントウインドガラス,012I01100700,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:53,,,
I0121080000,I0121,8,0,0,0,フロントパネル,012I01140800,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:53,,,
I0120160000,I0120,16,0,0,0,フロアＡＳＳＹ,012I01201600,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:40,,,
I0121090000,I0121,9,0,0,0,ドア　右側,012I01140900,2,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:53,,,
I0120170000,I0120,17,0,0,0,フロア付属品,012I01141700,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:40,,,
I0121100000,I0121,10,0,0,0,ドア　左側,012I01141000,2,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:53,,,
I0121120000,I0121,12,0,0,0,フェンダー・ステップ,012I01211200,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:53,,,
I0121140000,I0121,14,0,0,0,スプラッシュボード,012I01201300,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:53,,,
I0121150000,I0121,15,0,0,0,フロントピラー,012I01101500,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:53,,,
I0121160000,I0121,16,0,0,0,フロアＡＳＳＹ,012I01201600,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:53,,,
I0121170000,I0121,17,0,0,0,フロア付属品,012I01141700,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:53,,,
I0121180000,I0121,18,0,0,0,クォータパネル,012I01201800,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:53,,,
I0121190000,I0121,19,0,0,0,インスッルメントパネル,012I01141900,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:53,,,
I0121210000,I0121,21,0,0,0,ヒーター・クーラー,012I01102100,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:53,,,
I0121220000,I0121,22,0,0,0,フロント付属品,012I01142200,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:53,,,
I0121230000,I0121,23,0,0,0,アクセルコントロール,012I01142300,1,2014年10月/,0,20040101,20040101,20150610,2015/6/10 14:53,,,
